file,sentence_id,before_preprocess,after_preprocess,tokens
ARTHROTEC.120.txt,2,"It felt like I was having a baby and broke out in a cold sweat, shaking uncontrollably, nauseated, several bowel movements.","it felt like i was having a baby and broke out in a cold sweat, shaking uncontrollably, nauseated, several bowel movements.","['it', 'felt', 'like', 'i', 'was', 'having', 'a', 'baby', 'and', 'broke', 'out', 'in', 'a', 'cold', 'sweat', ',', 'shaking', 'uncontrollably', ',', 'nauseated', ',', 'several', 'bowel', 'movements', '.']"
ARTHROTEC.120.txt,3,"I felt like I was going to pass out, which would have been welcommed after feeling what I felt.","i felt like i was going to pass out, which would have been welcommed after feeling what i felt.","['i', 'felt', 'like', 'i', 'was', 'going', 'to', 'pass', 'out', ',', 'which', 'would', 'have', 'been', 'welcommed', 'after', 'feeling', 'what', 'i', 'felt', '.']"
ARTHROTEC.120.txt,4,"The pain subsided fortunately within 15 minutes, but now this morning I have vaginal bleeding and I am only 11 days into my cycle.","the pain subsided fortunately within 15 minutes, but now this morning i have vaginal bleeding and i am only 11 days into my cycle.","['the', 'pain', 'subsided', 'fortunately', 'within', '15', 'minutes', ',', 'but', 'now', 'this', 'morning', 'i', 'have', 'vaginal', 'bleeding', 'and', 'i', 'am', 'only', '11', 'days', 'into', 'my', 'cycle', '.']"
ARTHROTEC.120.txt,5,Do not recommend unless you are prepared to deal with gut wrenching pain and going into shock.,do not recommend unless you are prepared to deal with gut wrenching pain and going into shock.,"['do', 'not', 'recommend', 'unless', 'you', 'are', 'prepared', 'to', 'deal', 'with', 'gut', 'wrenching', 'pain', 'and', 'going', 'into', 'shock', '.']"
ARTHROTEC.120.txt,6,"Not worth it, I will continue to take Ibuprofen instead.","not worth it, i will continue to take ibuprofen instead.","['not', 'worth', 'it', ',', 'i', 'will', 'continue', 'to', 'take', 'ibuprofen', 'instead', '.']"
ARTHROTEC.121.txt,1,dizzines dioreah stomach cramps disorientation.,dizzines dioreah stomach cramps disorientation.,"['dizzines', 'dioreah', 'stomach', 'cramps', 'disorientation', '.']"
ARTHROTEC.121.txt,2,"followed by ulceration of the osophragus,and stomach, and possibly the gut.","followed by ulceration of the osophragus,and stomach, and possibly the gut.","['followed', 'by', 'ulceration', 'of', 'the', 'osophragus', ',', 'and', 'stomach', ',', 'and', 'possibly', 'the', 'gut', '.']"
ARTHROTEC.121.txt,3,"Prone to infections especially of the blader.
have been taken off the drug, stayed on it too long because it allowed me to work.","prone to infections especially of the blader. have been taken off the drug, stayed on it too long because it allowed me to work.","['prone', 'to', 'infections', 'especially', 'of', 'the', 'blader', '.', 'have', 'been', 'taken', 'off', 'the', 'drug', ',', 'stayed', 'on', 'it', 'too', 'long', 'because', 'it', 'allowed', 'me', 'to', 'work', '.']"
ARTHROTEC.121.txt,4,"Talked myself out of the side effects, until they frightened me.","talked myself out of the side effects, until they frightened me.","['talked', 'myself', 'out', 'of', 'the', 'side', 'effects', ',', 'until', 'they', 'frightened', 'me', '.']"
ARTHROTEC.121.txt,5,"Now I dont know how I am going to get back to work, it has left me feeling exausted, and depressed.","now i dont know how i am going to get back to work, it has left me feeling exausted, and depressed.","['now', 'i', 'do', 'nt', 'know', 'how', 'i', 'am', 'going', 'to', 'get', 'back', 'to', 'work', ',', 'it', 'has', 'left', 'me', 'feeling', 'exausted', ',', 'and', 'depressed', '.']"
ARTHROTEC.122.txt,1,i was prescribed arthrotec 75 to take twice a day with or before food.,i was prescribed arthrotec 75 to take twice a day with or before food.,"['i', 'was', 'prescribed', 'arthrotec', '75', 'to', 'take', 'twice', 'a', 'day', 'with', 'or', 'before', 'food', '.']"
ARTHROTEC.122.txt,2,"i took the very first tablet as directed,two hours later i was doubled up in pain with stomach cramps, i had very bad diarrhoa,and heavy menstral bleeding with clots even though i had just finished my cycle a week before.
to add to this i couldnt pass urine,when i eventualy did it was full of blood.","i took the very first tablet as directed,two hours later i was doubled up in pain with stomach cramps, i had very bad diarrhoa,and heavy menstral bleeding with clots even though i had just finished my cycle a week before. to add to this i couldnt pass urine,when i eventualy did it was full of blood.","['i', 'took', 'the', 'very', 'first', 'tablet', 'as', 'directed', ',', 'two', 'hours', 'later', 'i', 'was', 'doubled', 'up', 'in', 'pain', 'with', 'stomach', 'cramps', ',', 'i', 'had', 'very', 'bad', 'diarrhoa', ',', 'and', 'heavy', 'menstral', 'bleeding', 'with', 'clots', 'even', 'though', 'i', 'had', 'just', 'finished', 'my', 'cycle', 'a', 'week', 'before', '.', 'to', 'add', 'to', 'this', 'i', 'could', 'nt', 'pass', 'urine', ',', 'when', 'i', 'eventualy', 'did', 'it', 'was', 'full', 'of', 'blood', '.']"
ARTHROTEC.122.txt,3,i also felt very weak and could not stop shaking.,i also felt very weak and could not stop shaking.,"['i', 'also', 'felt', 'very', 'weak', 'and', 'could', 'not', 'stop', 'shaking', '.']"
ARTHROTEC.122.txt,4,"I spoke with my doctor just hours after taking this medication,i described all my symptoms,the bleeding was dismissed as being a coincedence and nothing to do with the medication!!","i spoke with my doctor just hours after taking this medication,i described all my symptoms,the bleeding was dismissed as being a coincedence and nothing to do with the medication!!","['i', 'spoke', 'with', 'my', 'doctor', 'just', 'hours', 'after', 'taking', 'this', 'medication', ',', 'i', 'described', 'all', 'my', 'symptoms', ',', 'the', 'bleeding', 'was', 'dismissed', 'as', 'being', 'a', 'coincedence', 'and', 'nothing', 'to', 'do', 'with', 'the', 'medication', '!', '!']"
ARTHROTEC.122.txt,5,I can say that is total rubbish.,i can say that is total rubbish.,"['i', 'can', 'say', 'that', 'is', 'total', 'rubbish', '.']"
ARTHROTEC.122.txt,6,I would avoid this medication at all costs.,i would avoid this medication at all costs.,"['i', 'would', 'avoid', 'this', 'medication', 'at', 'all', 'costs', '.']"
ARTHROTEC.123.txt,1,I had extreme abdominal pain that came on almost instantly and lasted hours from taking the arthrotec for the first time.,i had extreme abdominal pain that came on almost instantly and lasted hours from taking the arthrotec for the first time.,"['i', 'had', 'extreme', 'abdominal', 'pain', 'that', 'came', 'on', 'almost', 'instantly', 'and', 'lasted', 'hours', 'from', 'taking', 'the', 'arthrotec', 'for', 'the', 'first', 'time', '.']"
ARTHROTEC.123.txt,2,I also experienced some bleeding and threw up a number of times.,i also experienced some bleeding and threw up a number of times.,"['i', 'also', 'experienced', 'some', 'bleeding', 'and', 'threw', 'up', 'a', 'number', 'of', 'times', '.']"
ARTHROTEC.123.txt,3,I urge people to think twice about taking this drug.,i urge people to think twice about taking this drug.,"['i', 'urge', 'people', 'to', 'think', 'twice', 'about', 'taking', 'this', 'drug', '.']"
ARTHROTEC.123.txt,4,I will not be taking it again.,i will not be taking it again.,"['i', 'will', 'not', 'be', 'taking', 'it', 'again', '.']"
ARTHROTEC.124.txt,1,took 4 out of 5 days.,took 4 out of 5 days.,"['took', '4', 'out', 'of', '5', 'days', '.']"
ARTHROTEC.124.txt,2,"Stomach cramps, gas, constipation, headaches, and, maybe a coincidence, the muscles in my left leg locked up.","stomach cramps, gas, constipation, headaches, and, maybe a coincidence, the muscles in my left leg locked up.","['stomach', 'cramps', ',', 'gas', ',', 'constipation', ',', 'headaches', ',', 'and', ',', 'maybe', 'a', 'coincidence', ',', 'the', 'muscles', 'in', 'my', 'left', 'leg', 'locked', 'up', '.']"
ARTHROTEC.124.txt,3,"Also, up 5-6 times at night to pee; normally 1 or 2.
Stopped taking this drug.","also, up 5-6 times at night to pee normally 1 or 2. stopped taking this drug.","['also', ',', 'up', '5', '-', '6', 'times', 'at', 'night', 'to', 'pee', 'normally', '1', 'or', '2', '.', 'stopped', 'taking', 'this', 'drug', '.']"
ARTHROTEC.124.txt,4,The side effects more than cancel out the possible benefits.,the side effects more than cancel out the possible benefits.,"['the', 'side', 'effects', 'more', 'than', 'cancel', 'out', 'the', 'possible', 'benefits', '.']"
ARTHROTEC.124.txt,5,Not fun.,not fun.,"['not', 'fun', '.']"
ARTHROTEC.125.txt,1,"stomack pains, vomited all night about 6 times, abdominal pain, then i got severe vaginal bleeding , horrible.","stomack pains, vomited all night about 6 times, abdominal pain, then i got severe vaginal bleeding , horrible.","['stomack', 'pains', ',', 'vomited', 'all', 'night', 'about', '6', 'times', ',', 'abdominal', 'pain', ',', 'then', 'i', 'got', 'severe', 'vaginal', 'bleeding', ',', 'horrible', '.']"
ARTHROTEC.125.txt,2,do not take it.,do not take it.,"['do', 'not', 'take', 'it', '.']"
ARTHROTEC.126.txt,1,"Lower dose for first month produced sporadic intense stomach cramps, diarrhea and nausea.","lower dose for first month produced sporadic intense stomach cramps, diarrhea and nausea.","['lower', 'dose', 'for', 'first', 'month', 'produced', 'sporadic', 'intense', 'stomach', 'cramps', ',', 'diarrhea', 'and', 'nausea', '.']"
ARTHROTEC.126.txt,2,Always prided myself on having a cast iron stomach until this script came along.,always prided myself on having a cast iron stomach until this script came along.,"['always', 'prided', 'myself', 'on', 'having', 'a', 'cast', 'iron', 'stomach', 'until', 'this', 'script', 'came', 'along', '.']"
ARTHROTEC.126.txt,3,I have to rate it a 5 for knee pain,i have to rate it a 5 for knee pain,"['i', 'have', 'to', 'rate', 'it', 'a', '5', 'for', 'knee', 'pain']"
ARTHROTEC.126.txt,4,so I lived with it.,so i lived with it.,"['so', 'i', 'lived', 'with', 'it', '.']"
ARTHROTEC.126.txt,5,Then my doctor increased the dose after one month and I have never had anything work so well on reducing osteoarthritis pain.,then my doctor increased the dose after one month and i have never had anything work so well on reducing osteoarthritis pain.,"['then', 'my', 'doctor', 'increased', 'the', 'dose', 'after', 'one', 'month', 'and', 'i', 'have', 'never', 'had', 'anything', 'work', 'so', 'well', 'on', 'reducing', 'osteoarthritis', 'pain', '.']"
ARTHROTEC.126.txt,6,"Unfortunately, I have also never been so sick from a prescription.","unfortunately, i have also never been so sick from a prescription.","['unfortunately', ',', 'i', 'have', 'also', 'never', 'been', 'so', 'sick', 'from', 'a', 'prescription', '.']"
ARTHROTEC.126.txt,7,"Increased dosage produced constant, unyielding stomach gas and intense pain, gastrointestinal cramping, diarrhea and pain pain pain.","increased dosage produced constant, unyielding stomach gas and intense pain, gastrointestinal cramping, diarrhea and pain pain pain.","['increased', 'dosage', 'produced', 'constant', ',', 'unyielding', 'stomach', 'gas', 'and', 'intense', 'pain', ',', 'gastrointestinal', 'cramping', ',', 'diarrhea', 'and', 'pain', 'pain', 'pain', '.']"
ARTHROTEC.126.txt,8,"If your gastrointestinal system can handle it, its an amazingly effective arthritis drug.","if your gastrointestinal system can handle it, its an amazingly effective arthritis drug.","['if', 'your', 'gastrointestinal', 'system', 'can', 'handle', 'it', ',', 'its', 'an', 'amazingly', 'effective', 'arthritis', 'drug', '.']"
ARTHROTEC.126.txt,9,however I welcomed the knee pain back after suffering the side effects and booked an appointment with a knee surgeon!.,however i welcomed the knee pain back after suffering the side effects and booked an appointment with a knee surgeon!.,"['however', 'i', 'welcomed', 'the', 'knee', 'pain', 'back', 'after', 'suffering', 'the', 'side', 'effects', 'and', 'booked', 'an', 'appointment', 'with', 'a', 'knee', 'surgeon', '!', '.']"
ARTHROTEC.126.txt,10,"Was so sick after 2 days at the increased dose, I decided it just was not worth it.","was so sick after 2 days at the increased dose, i decided it just was not worth it.","['was', 'so', 'sick', 'after', '2', 'days', 'at', 'the', 'increased', 'dose', ',', 'i', 'decided', 'it', 'just', 'was', 'not', 'worth', 'it', '.']"
ARTHROTEC.127.txt,1,"Feels like menstrual cramps, back ache, sick to stomach for 24 hours +.","feels like menstrual cramps, back ache, sick to stomach for 24 hours .","['feels', 'like', 'menstrual', 'cramps', ',', 'back', 'ache', ',', 'sick', 'to', 'stomach', 'for', '24', 'hours', '.']"
ARTHROTEC.127.txt,2,Was unhappy about being prescribed this but gave it a try since the pharmacy couldn't take it back (mistake -- didn't read about it until after I'd picked up the prescription).,was unhappy about being prescribed this but gave it a try since the pharmacy couldn't take it back mistake -- didn't read about it until after i'd picked up the prescription .,"['was', 'unhappy', 'about', 'being', 'prescribed', 'this', 'but', 'gave', 'it', 'a', 'try', 'since', 'the', 'pharmacy', 'could', ""n't"", 'take', 'it', 'back', 'mistake', '--', 'did', ""n't"", 'read', 'about', 'it', 'until', 'after', 'i', ""'d"", 'picked', 'up', 'the', 'prescription', '.']"
ARTHROTEC.127.txt,3,"After taking pill with food, feels like menstrual cramps, lower back pain & nausea within 45 minutes.","after taking pill with food, feels like menstrual cramps, lower back pain and nausea within 45 minutes.","['after', 'taking', 'pill', 'with', 'food', ',', 'feels', 'like', 'menstrual', 'cramps', ',', 'lower', 'back', 'pain', 'and', 'nausea', 'within', '45', 'minutes', '.']"
ARTHROTEC.127.txt,4,"After the last pill, have been sick to my stomach for over 24 hours.","after the last pill, have been sick to my stomach for over 24 hours.","['after', 'the', 'last', 'pill', ',', 'have', 'been', 'sick', 'to', 'my', 'stomach', 'for', 'over', '24', 'hours', '.']"
ARTHROTEC.127.txt,5,Discontinuing use immediately.,discontinuing use immediately.,"['discontinuing', 'use', 'immediately', '.']"
ARTHROTEC.127.txt,6,Have heard great things about Celebrex.,have heard great things about celebrex.,"['have', 'heard', 'great', 'things', 'about', 'celebrex', '.']"
ARTHROTEC.127.txt,7,Maybe will ask for that.,maybe will ask for that.,"['maybe', 'will', 'ask', 'for', 'that', '.']"
ARTHROTEC.128.txt,1,I experienced mild cramps and bloating.,i experienced mild cramps and bloating.,"['i', 'experienced', 'mild', 'cramps', 'and', 'bloating', '.']"
ARTHROTEC.128.txt,2,It helped to relieve the pain.,it helped to relieve the pain.,"['it', 'helped', 'to', 'relieve', 'the', 'pain', '.']"
ARTHROTEC.129.txt,1,Nothing that over the counter Tums or Gas-X couldn't control.,nothing that over the counter tums or gas-x couldn't control.,"['nothing', 'that', 'over', 'the', 'counter', 'tums', 'or', 'gas', '-', 'x', 'could', ""n't"", 'control', '.']"
ARTHROTEC.129.txt,2,I'm avoiding (or delaying) Total Ankle + both knees replacement for post traumaic osteoarthritis due to injuries 30 years.,i'm avoiding or delaying total ankle both knees replacement for post traumaic osteoarthritis due to injuries 30 years.,"['i', ""'m"", 'avoiding', 'or', 'delaying', 'total', 'ankle', 'both', 'knees', 'replacement', 'for', 'post', 'traumaic', 'osteoarthritis', 'due', 'to', 'injuries', '30', 'years', '.']"
